Property_ID,Location,BHK,Bathrooms,Furnishing_Status,Super_Builtup_Area,Carpet_Area,Property_Type,Age_of_Property,Floor,Total_Floors,Parking,Power_Backup,Gated_Security,Nearby_Metro,Nearby_School,Nearby_Hospital,Price_in_Lakhs
PROP0617,Sector 45,2,4,Fully-Furnished,3047,2518,Builder Floor,10,1,8,1,No,Yes,1.32,2.25,1.44,566.6
PROP0618,Sector 45,4,3,Semi-Furnished,1406,1153,Apartment,6,11,13,2,No,No,3.09,2.37,1.09,257.2
PROP0619,DLF Phase 1,2,4,Fully-Furnished,4092,3329,Builder Floor,8,4,10,2,Yes,No,2.97,2.31,2.27,448.65
PROP0620,Sector 57,5,2,Unfurnished,2561,2065,Penthouse,0,19,27,3,Yes,No,1.91,2.2,0.38,833.2
PROP0621,Sector 57,1,1,Unfurnished,2900,2438,Studio,13,6,8,3,No,No,2.48,0.69,4.89,280.28
PROP0622,DLF Phase 1,1,3,Unfurnished,4097,3481,Studio,19,15,20,0,No,Yes,1.64,1.08,2.98,214.19
PROP0623,Palam Vihar,5,1,Unfurnished,3315,2706,Studio,5,19,25,2,No,No,0.8,1.46,2.83,394.6
PROP0624,Sector 57,1,3,Semi-Furnished,1644,1346,Builder Floor,6,0,3,1,No,Yes,1.15,1.06,3.31,277.71
PROP0625,Sector 45,1,2,Unfurnished,3278,2723,Builder Floor,9,0,2,1,Yes,No,0.62,2.29,2.54,478.54
PROP0626,Sector 45,1,3,Semi-Furnished,2512,2099,Independent House,6,16,22,0,No,No,3.45,1.06,0.26,475.98
PROP0627,Sector 56,4,2,Unfurnished,2772,2271,Studio,1,0,3,2,No,No,3.34,0.5,3.1,436.61
PROP0628,Sector 57,4,3,Semi-Furnished,918,775,Independent House,3,19,21,1,No,No,4.76,1.26,3.61,218.63
PROP0629,Palam Vihar,3,2,Fully-Furnished,1682,1392,Studio,16,12,13,0,No,No,3.68,2.94,2.14,146.93
PROP0630,DLF Phase 1,2,2,Unfurnished,1980,1628,Independent House,0,8,16,0,No,Yes,0.36,0.76,3.81,268.61
PROP0631,DLF Phase 1,5,4,Semi-Furnished,3794,3157,Independent House,9,14,15,1,No,No,4.43,1.88,1.21,515.21
PROP0632,Palam Vihar,5,2,Fully-Furnished,848,718,Penthouse,18,2,7,1,No,No,4.33,1.36,1.18,135.66
PROP0633,Golf Course Road,5,4,Unfurnished,2516,2112,Independent House,14,13,19,3,Yes,No,2.27,0.31,0.89,402.43
PROP0634,Sushant Lok,3,2,Unfurnished,4680,3753,Builder Floor,9,10,13,2,No,No,2.97,1.51,1.92,464.64
PROP0635,Sector 56,4,1,Unfurnished,1269,1036,Independent House,18,11,18,3,No,Yes,4.88,2.14,4.25,186.05
PROP0636,DLF Phase 1,3,2,Semi-Furnished,2968,2444,Studio,11,12,14,0,No,No,2.71,1.59,4.16,232.27
PROP0637,Sector 57,5,1,Semi-Furnished,4103,3346,Independent House,15,12,19,1,Yes,Yes,4.54,2.63,1.98,866.17
PROP0638,Sector 56,2,1,Fully-Furnished,4758,3972,Apartment,8,0,2,3,Yes,No,0.51,0.94,2.99,814.88
PROP0639,Sector 57,1,2,Semi-Furnished,3936,3311,Studio,14,9,14,0,Yes,Yes,1.04,0.35,3.63,470.2
PROP0640,Golf Course Road,4,1,Semi-Furnished,3826,3200,Apartment,16,2,9,2,No,Yes,2.26,2.82,1.28,443.29
PROP0641,Sector 45,4,4,Unfurnished,4271,3628,Studio,13,3,6,1,No,Yes,2.97,1.2,0.92,573.64
PROP0642,Sector 56,3,3,Unfurnished,2674,2175,Builder Floor,17,15,19,3,No,Yes,4.1,1.77,4.86,322.3
PROP0643,DLF Phase 1,4,2,Unfurnished,4184,3530,Builder Floor,1,7,8,2,Yes,Yes,4.94,2.4,3.13,518.37
PROP0644,Sector 56,5,1,Unfurnished,833,698,Builder Floor,3,15,18,3,No,No,2.01,1.04,4.91,165.43
PROP0645,Sector 56,5,2,Unfurnished,4683,3831,Apartment,17,16,25,0,Yes,Yes,0.33,2.18,1.76,691.76
PROP0646,Sector 56,3,4,Unfurnished,2661,2226,Penthouse,6,18,23,2,Yes,No,4.03,0.49,3.54,599.86
PROP0647,Sushant Lok,5,2,Unfurnished,3124,2515,Studio,12,14,22,3,Yes,Yes,3.06,0.94,1.19,302.59
PROP0648,Sector 56,2,2,Fully-Furnished,1870,1569,Builder Floor,14,15,17,2,Yes,Yes,1.07,0.52,1.38,320.03
PROP0649,Sector 57,3,1,Fully-Furnished,3918,3238,Studio,0,14,17,0,Yes,No,2.52,2.45,2.61,765.77
PROP0650,Sector 45,2,4,Fully-Furnished,1121,913,Apartment,10,1,8,2,No,Yes,3.74,0.75,1.67,182.42
PROP0651,Golf Course Road,1,3,Fully-Furnished,4465,3718,Penthouse,9,10,14,3,No,Yes,3.88,2.18,0.92,782.8
PROP0652,Palam Vihar,2,3,Unfurnished,4278,3559,Apartment,4,0,9,0,Yes,Yes,2.55,2.84,1.39,492.29
PROP0653,Sector 56,1,1,Fully-Furnished,1707,1383,Studio,15,14,21,1,No,Yes,1.6,1.63,0.28,200.65
PROP0654,DLF Phase 1,1,2,Unfurnished,4199,3365,Penthouse,10,18,19,3,No,No,4.87,1.67,3.55,414.64
PROP0655,Sector 56,2,1,Fully-Furnished,4102,3370,Penthouse,5,3,7,3,Yes,Yes,3.35,1.44,2.51,1117.35
PROP0656,DLF Phase 1,3,1,Semi-Furnished,3455,2862,Apartment,8,10,16,0,Yes,Yes,2.1,1.05,0.56,376.92
PROP0657,Sector 57,5,1,Fully-Furnished,2368,1998,Builder Floor,12,4,10,0,No,No,1.47,1.48,0.94,496.05
PROP0658,DLF Phase 1,5,2,Fully-Furnished,1940,1642,Studio,7,2,8,1,No,No,3.68,1.85,0.6,213.48
PROP0659,Palam Vihar,1,4,Unfurnished,1773,1465,Independent House,13,12,17,3,No,Yes,1.29,2.96,3.1,187.65
PROP0660,Sector 45,1,1,Fully-Furnished,2138,1790,Independent House,0,9,12,0,No,Yes,0.94,2.82,0.56,544.23
PROP0661,DLF Phase 1,3,2,Semi-Furnished,4594,3776,Apartment,16,10,12,1,Yes,No,2.7,2.6,3.8,363.34
PROP0662,DLF Phase 1,4,4,Unfurnished,1126,942,Studio,4,17,20,1,No,Yes,1.52,2.68,0.2,112.79
PROP0663,Sector 45,2,1,Unfurnished,4281,3468,Studio,1,1,10,0,Yes,No,3.18,1.46,1.32,645.44
PROP0664,Palam Vihar,1,3,Fully-Furnished,2265,1854,Apartment,8,6,9,3,Yes,Yes,0.68,2.01,4.46,265.88
PROP0665,Sector 56,5,4,Unfurnished,2990,2486,Studio,3,8,11,2,No,No,3.31,2.7,3.62,471.05
PROP0666,DLF Phase 1,3,1,Unfurnished,4136,3312,Builder Floor,16,9,10,2,No,No,1.49,1.24,0.46,335.22
PROP0667,Sector 45,2,4,Unfurnished,4514,3774,Apartment,16,17,19,1,No,No,0.1,2.89,4.12,509.97
PROP0668,Sector 57,3,4,Unfurnished,2248,1892,Builder Floor,17,6,9,2,Yes,Yes,0.72,1.31,2.52,325.94
PROP0669,Sector 45,2,4,Unfurnished,2739,2245,Studio,15,6,8,2,Yes,Yes,4.67,1.84,4.25,289.84
PROP0670,Sector 57,2,4,Unfurnished,2540,2088,Apartment,7,2,10,0,Yes,Yes,4.35,2.16,3.04,367.85
PROP0671,Palam Vihar,1,4,Semi-Furnished,855,720,Studio,10,11,17,1,Yes,Yes,1.24,2.86,3.44,78.11
PROP0672,Sector 56,3,4,Fully-Furnished,2042,1712,Apartment,17,6,13,3,No,No,3.91,0.81,4.97,258.98
PROP0673,Sector 45,3,1,Semi-Furnished,2728,2221,Studio,9,16,17,1,Yes,No,3.08,2.26,1.24,407.98
PROP0674,Golf Course Road,5,3,Unfurnished,2526,2061,Builder Floor,12,0,6,0,Yes,No,4.86,1.61,3.16,329.11
PROP0675,Golf Course Road,5,2,Unfurnished,3832,3195,Builder Floor,16,4,6,2,No,Yes,1.93,0.88,2.36,483.2
PROP0676,Sushant Lok,1,4,Fully-Furnished,2416,2000,Studio,17,15,21,3,Yes,Yes,3.44,2.35,0.29,176.45
PROP0677,DLF Phase 1,1,2,Semi-Furnished,2855,2307,Apartment,9,14,17,1,Yes,Yes,0.41,1.7,0.17,265.64
PROP0678,Palam Vihar,4,1,Fully-Furnished,2604,2123,Independent House,15,1,8,2,No,No,2.04,2.02,0.68,386.4
PROP0679,Sector 45,5,4,Semi-Furnished,3910,3303,Builder Floor,19,8,11,1,Yes,Yes,4.82,1.04,3.28,625.09
PROP0680,Golf Course Road,2,3,Unfurnished,4424,3691,Builder Floor,4,6,15,3,Yes,Yes,2.74,1.5,2.88,616.1
PROP0681,DLF Phase 1,3,2,Fully-Furnished,3033,2575,Independent House,12,3,6,1,Yes,No,1.51,1.89,2.81,396.66
PROP0682,Golf Course Road,1,4,Fully-Furnished,4115,3449,Studio,17,19,26,1,Yes,No,0.69,1.27,0.26,378.47
PROP0683,Sector 45,3,1,Unfurnished,2046,1733,Apartment,16,17,21,1,No,Yes,3.55,0.68,2.4,254.81
PROP0684,Sector 57,3,3,Fully-Furnished,3073,2491,Studio,8,3,11,2,Yes,No,3.26,2.89,4.63,484.16
PROP0685,Sector 45,4,2,Semi-Furnished,2249,1885,Penthouse,13,12,14,3,No,Yes,1.93,1.58,2.05,557.42
PROP0686,Sushant Lok,5,2,Semi-Furnished,2539,2033,Builder Floor,16,0,8,3,Yes,No,4.76,2.23,3.16,262.66
PROP0687,Sector 45,1,4,Semi-Furnished,3876,3230,Penthouse,3,2,11,2,No,No,0.21,1.29,3.92,930.52
PROP0688,Sector 45,3,3,Semi-Furnished,4502,3707,Builder Floor,17,15,23,2,No,No,1.59,1.13,3.94,640.35
PROP0689,Sushant Lok,1,3,Unfurnished,1310,1070,Builder Floor,19,3,9,2,No,Yes,4.61,1.28,2.64,83.9
PROP0690,Palam Vihar,2,3,Fully-Furnished,3465,2921,Penthouse,14,15,16,0,Yes,Yes,1.67,1.29,4.3,564.09
PROP0691,Sector 45,4,3,Semi-Furnished,3245,2734,Penthouse,10,18,25,1,Yes,Yes,1.34,1.68,2.02,923.52
PROP0692,Sushant Lok,2,1,Unfurnished,1297,1039,Studio,11,0,1,1,Yes,No,2.72,1.68,4.45,94.97
PROP0693,DLF Phase 1,1,3,Fully-Furnished,1689,1402,Penthouse,8,4,11,3,No,No,4.14,1.54,1.28,218.86
PROP0694,Sector 57,1,2,Fully-Furnished,2106,1723,Studio,12,18,20,1,Yes,No,0.61,0.49,1.47,284.17
PROP0695,Sector 57,5,2,Unfurnished,1501,1231,Studio,14,10,18,0,Yes,No,4.72,1.54,0.36,200.02
PROP0696,Sector 45,3,1,Unfurnished,1823,1534,Studio,14,12,14,2,Yes,Yes,4.0,0.59,4.0,221.48
PROP0697,Palam Vihar,3,2,Semi-Furnished,1923,1568,Builder Floor,4,19,22,3,Yes,Yes,0.99,0.47,2.14,304.58
PROP0698,Palam Vihar,2,2,Fully-Furnished,2209,1871,Builder Floor,18,4,7,3,No,Yes,3.59,2.8,1.22,217.9
PROP0699,DLF Phase 1,4,3,Fully-Furnished,3947,3193,Penthouse,19,3,4,1,No,No,1.99,1.85,1.24,501.6
PROP0700,Sector 45,3,2,Unfurnished,3202,2667,Builder Floor,13,3,8,3,Yes,No,2.07,2.01,4.52,475.42
PROP0701,Sector 57,5,1,Fully-Furnished,4942,4119,Penthouse,16,3,8,2,Yes,Yes,3.94,1.27,4.19,1281.05
PROP0702,Palam Vihar,2,3,Semi-Furnished,2541,2064,Builder Floor,17,3,8,3,Yes,No,4.82,2.74,2.81,227.09
PROP0703,Sector 45,2,4,Fully-Furnished,3966,3237,Apartment,2,19,28,2,No,Yes,0.72,1.95,3.12,803.02
PROP0704,Golf Course Road,5,3,Unfurnished,4460,3754,Apartment,1,17,23,0,Yes,No,2.16,2.33,2.42,722.13
PROP0705,Palam Vihar,4,1,Unfurnished,3651,3059,Penthouse,0,17,23,0,No,No,2.46,1.17,2.02,734.01
PROP0706,Sushant Lok,5,3,Semi-Furnished,2529,2064,Builder Floor,9,15,18,2,No,Yes,1.94,2.88,4.59,328.01
PROP0707,Golf Course Road,4,3,Semi-Furnished,3965,3277,Builder Floor,18,8,13,1,Yes,Yes,1.88,2.48,0.72,507.99
PROP0708,Palam Vihar,5,1,Fully-Furnished,1655,1329,Studio,16,17,24,3,Yes,No,0.36,2.58,2.15,188.38
PROP0709,Sector 57,5,3,Fully-Furnished,2175,1762,Independent House,11,1,4,1,Yes,Yes,3.46,0.6,1.79,584.45
PROP0710,Sector 56,1,1,Unfurnished,3096,2552,Penthouse,0,3,5,3,No,Yes,2.24,0.89,2.54,701.6
PROP0711,Golf Course Road,2,1,Semi-Furnished,3216,2586,Independent House,11,11,16,0,No,No,1.05,0.93,2.34,469.03
PROP0712,DLF Phase 1,5,4,Semi-Furnished,892,751,Independent House,16,6,9,0,Yes,No,4.1,0.89,2.64,105.75
PROP0713,DLF Phase 1,5,2,Semi-Furnished,4769,3986,Penthouse,2,14,19,0,No,No,4.03,2.58,0.79,879.92
PROP0714,Sector 57,3,2,Fully-Furnished,3725,3155,Builder Floor,10,6,15,3,Yes,Yes,2.48,0.19,2.61,765.43
PROP0715,Palam Vihar,2,3,Semi-Furnished,2881,2404,Penthouse,16,16,17,0,Yes,No,1.56,0.32,1.29,403.71
PROP0716,Sector 45,3,3,Unfurnished,4719,3997,Independent House,2,15,19,0,No,No,3.23,0.89,1.0,1046.95
PROP0717,Palam Vihar,2,4,Unfurnished,2644,2188,Builder Floor,7,18,23,0,No,No,1.51,0.68,0.42,299.35
PROP0718,Sector 57,3,4,Fully-Furnished,4917,4081,Apartment,19,8,10,0,No,No,1.26,0.77,3.84,650.08
PROP0719,DLF Phase 1,5,4,Fully-Furnished,2951,2504,Penthouse,3,13,15,1,No,No,3.68,2.41,2.19,578.78
PROP0720,Palam Vihar,5,1,Semi-Furnished,1280,1065,Penthouse,6,16,17,0,Yes,Yes,0.3,1.73,3.17,302.29
PROP0721,DLF Phase 1,1,4,Fully-Furnished,4012,3215,Builder Floor,13,4,12,0,Yes,No,0.56,0.12,3.67,376.32
PROP0722,Golf Course Road,3,4,Unfurnished,3651,3052,Apartment,13,1,3,1,Yes,No,0.13,1.35,3.43,403.1
PROP0723,Sector 45,4,3,Semi-Furnished,4046,3419,Apartment,3,19,22,1,No,Yes,0.85,1.28,2.41,867.76
PROP0724,Golf Course Road,1,4,Unfurnished,4796,4027,Builder Floor,15,15,17,3,Yes,No,0.44,0.43,2.0,474.57
PROP0725,DLF Phase 1,3,1,Semi-Furnished,4061,3367,Studio,0,13,17,2,No,No,4.98,2.06,1.94,394.97
PROP0726,DLF Phase 1,3,1,Fully-Furnished,3367,2806,Penthouse,16,13,14,0,No,Yes,1.52,2.14,3.24,451.35
PROP0727,Sector 56,1,3,Semi-Furnished,4400,3737,Penthouse,9,0,3,0,No,No,0.83,2.19,2.52,870.46
PROP0728,Sector 56,5,4,Semi-Furnished,3627,2918,Independent House,15,2,7,0,Yes,Yes,1.28,2.21,4.26,776.52
PROP0729,Golf Course Road,3,4,Unfurnished,2514,2095,Builder Floor,15,6,7,3,No,No,4.69,0.1,4.39,250.57
PROP0730,Sushant Lok,5,1,Unfurnished,4519,3679,Independent House,7,14,18,0,No,Yes,2.65,2.87,0.94,675.63
PROP0731,Golf Course Road,1,4,Semi-Furnished,1731,1440,Independent House,6,18,24,2,No,Yes,1.89,2.46,0.77,269.54
PROP0732,Sector 56,5,4,Fully-Furnished,3801,3156,Apartment,5,19,23,1,No,No,4.38,2.72,3.19,750.1
PROP0733,DLF Phase 1,2,4,Fully-Furnished,4502,3636,Penthouse,15,1,8,3,No,Yes,2.04,0.15,1.58,588.78
PROP0734,Sector 57,4,2,Unfurnished,3871,3136,Independent House,19,18,25,1,No,Yes,1.74,2.81,0.19,631.08
PROP0735,Golf Course Road,3,3,Fully-Furnished,3728,3098,Apartment,15,8,14,0,No,No,1.12,2.45,4.45,426.72
PROP0736,DLF Phase 1,4,2,Unfurnished,3961,3194,Builder Floor,6,18,27,0,No,No,1.95,2.53,1.21,434.09
PROP0737,Sector 57,5,3,Fully-Furnished,2753,2238,Independent House,8,4,6,0,No,Yes,1.65,0.37,4.65,767.05
PROP0738,Sector 57,3,1,Semi-Furnished,4471,3763,Penthouse,13,17,25,2,No,No,3.42,2.24,3.62,915.46
PROP0739,Sector 56,5,4,Unfurnished,1654,1350,Independent House,10,15,23,2,No,Yes,1.52,2.88,3.84,347.79
PROP0740,Golf Course Road,2,3,Unfurnished,1335,1100,Builder Floor,13,3,7,3,No,Yes,2.93,2.07,1.09,143.63
PROP0741,Palam Vihar,1,2,Semi-Furnished,1999,1693,Independent House,6,11,17,1,Yes,No,0.42,1.75,1.25,290.65
PROP0742,Sector 45,3,4,Unfurnished,3032,2460,Penthouse,0,6,12,0,Yes,No,1.04,2.84,2.65,856.68
PROP0743,Sector 56,2,1,Fully-Furnished,2944,2412,Apartment,12,13,18,0,No,Yes,2.1,1.38,0.94,448.86
PROP0744,Sector 56,2,3,Fully-Furnished,4246,3525,Penthouse,19,11,12,0,No,No,4.69,1.84,1.6,705.6
PROP0745,Palam Vihar,3,3,Unfurnished,2499,2093,Apartment,2,2,5,0,No,No,1.95,1.48,1.68,301.88
PROP0746,Sector 45,5,3,Fully-Furnished,2834,2394,Studio,19,4,11,2,Yes,Yes,3.35,2.81,0.88,420.26
PROP0747,DLF Phase 1,2,4,Unfurnished,856,723,Penthouse,3,16,24,1,Yes,Yes,1.35,0.32,1.11,133.84
PROP0748,Sushant Lok,4,2,Semi-Furnished,2520,2113,Penthouse,10,9,11,1,Yes,Yes,0.72,1.55,3.96,445.85
PROP0749,Golf Course Road,2,2,Unfurnished,3520,2856,Builder Floor,1,9,12,3,No,Yes,0.39,2.09,0.92,529.39
PROP0750,Sushant Lok,5,3,Semi-Furnished,865,693,Independent House,13,10,14,2,No,Yes,1.6,2.4,0.24,126.62
PROP0751,DLF Phase 1,5,1,Fully-Furnished,1979,1621,Apartment,11,16,21,0,No,Yes,0.87,1.79,3.18,238.21
PROP0752,Sector 56,4,1,Semi-Furnished,1673,1350,Apartment,16,4,7,1,No,No,0.95,2.74,4.88,225.41
PROP0753,Sector 45,2,2,Fully-Furnished,976,815,Builder Floor,11,12,17,1,Yes,Yes,3.83,2.83,1.72,174.68
PROP0754,Sector 56,5,1,Unfurnished,2812,2342,Builder Floor,11,9,17,2,No,No,0.18,0.29,0.68,506.27
PROP0755,Sector 57,3,2,Fully-Furnished,1563,1253,Independent House,0,8,16,3,Yes,No,2.83,1.27,2.89,442.41
PROP0756,Sector 56,1,3,Unfurnished,3920,3299,Independent House,12,16,18,3,Yes,Yes,1.96,0.17,4.54,609.69
PROP0757,Sector 56,1,2,Unfurnished,4361,3543,Penthouse,13,0,6,0,No,No,2.58,1.06,3.94,680.43
PROP0758,DLF Phase 1,1,2,Semi-Furnished,3091,2539,Studio,1,3,7,3,Yes,Yes,2.86,1.66,3.15,285.39
PROP0759,DLF Phase 1,2,3,Semi-Furnished,4923,4102,Independent House,11,3,12,1,Yes,No,1.64,2.74,1.64,559.45
PROP0760,DLF Phase 1,4,1,Semi-Furnished,2692,2211,Builder Floor,15,17,19,3,Yes,Yes,1.55,2.56,2.76,282.38
PROP0761,Sushant Lok,5,2,Semi-Furnished,2956,2430,Independent House,3,8,16,0,Yes,Yes,3.69,0.47,0.55,561.36
PROP0762,Sector 57,3,2,Fully-Furnished,4954,3979,Apartment,7,17,18,1,No,Yes,4.37,0.37,3.43,900.49
PROP0763,DLF Phase 1,3,3,Fully-Furnished,1772,1453,Studio,1,13,19,3,No,Yes,1.04,1.81,3.65,207.25
PROP0764,Sector 45,2,1,Fully-Furnished,4758,3988,Penthouse,9,14,15,3,Yes,No,0.58,1.64,4.83,1219.84
PROP0765,Sushant Lok,1,2,Unfurnished,979,827,Apartment,8,5,7,2,No,No,4.5,0.87,1.38,74.99
PROP0766,Palam Vihar,2,3,Fully-Furnished,2674,2194,Apartment,14,9,12,0,Yes,No,1.81,2.71,0.19,283.29
PROP0767,Sector 45,4,2,Fully-Furnished,1094,898,Studio,12,14,23,3,No,No,2.8,2.79,2.77,167.12
PROP0768,Golf Course Road,4,4,Fully-Furnished,3862,3225,Penthouse,16,3,8,2,No,No,1.86,1.27,3.56,697.9
PROP0769,Golf Course Road,5,3,Semi-Furnished,3355,2842,Builder Floor,15,17,19,1,No,Yes,0.72,2.68,3.97,474.24
PROP0770,Sector 45,5,1,Fully-Furnished,3767,3063,Penthouse,1,17,22,2,No,Yes,2.99,1.21,1.05,1433.16
PROP0771,DLF Phase 1,4,1,Unfurnished,2372,1949,Independent House,19,16,21,2,No,Yes,2.67,2.24,1.38,224.14
PROP0772,Palam Vihar,4,1,Semi-Furnished,2351,1974,Apartment,19,11,12,3,Yes,Yes,1.09,1.48,2.61,241.53
PROP0773,Palam Vihar,4,1,Unfurnished,990,822,Independent House,13,6,9,3,No,Yes,2.31,0.46,1.72,135.83
PROP0774,Sushant Lok,2,2,Fully-Furnished,2269,1827,Builder Floor,2,15,20,3,Yes,No,4.01,2.79,4.32,288.81
PROP0775,Palam Vihar,4,2,Semi-Furnished,4703,3910,Independent House,11,10,19,2,Yes,Yes,2.99,1.42,2.42,761.45
PROP0776,Golf Course Road,3,1,Unfurnished,2392,1935,Penthouse,7,13,14,1,No,Yes,0.57,2.23,4.02,449.49
PROP0777,Sector 57,1,1,Fully-Furnished,4291,3542,Independent House,1,2,10,0,Yes,No,2.79,1.16,2.95,1008.51
PROP0778,DLF Phase 1,4,1,Unfurnished,4337,3584,Builder Floor,3,18,19,2,No,No,3.54,0.15,3.89,489.25
PROP0779,Palam Vihar,1,2,Unfurnished,2367,1997,Builder Floor,13,17,26,3,Yes,Yes,3.98,0.39,1.73,218.9
PROP0780,Sushant Lok,2,1,Unfurnished,3454,2843,Builder Floor,15,9,15,0,Yes,Yes,3.18,1.54,4.17,289.69
PROP0781,Golf Course Road,1,1,Fully-Furnished,1200,976,Penthouse,18,5,6,1,No,No,0.85,2.1,1.45,165.9
PROP0782,Sector 57,2,4,Fully-Furnished,1235,1002,Builder Floor,1,12,20,0,No,Yes,3.58,1.07,2.78,264.15
PROP0783,Sector 56,3,4,Unfurnished,1004,847,Apartment,11,9,14,3,No,Yes,3.42,2.12,1.15,136.6
PROP0784,Sector 56,2,1,Semi-Furnished,3240,2619,Builder Floor,13,17,24,2,No,Yes,0.22,2.13,2.43,492.68
PROP0785,Sector 57,2,3,Semi-Furnished,2589,2126,Independent House,5,19,26,2,Yes,No,2.12,2.14,1.66,568.59
PROP0786,Golf Course Road,5,1,Fully-Furnished,3101,2509,Independent House,12,15,22,3,No,Yes,1.73,1.53,1.41,624.3
PROP0787,Sushant Lok,4,4,Fully-Furnished,2988,2505,Independent House,3,5,11,2,Yes,Yes,3.38,2.75,4.84,543.79
PROP0788,Sector 57,4,3,Fully-Furnished,2270,1869,Penthouse,17,12,20,3,Yes,No,1.16,1.52,0.88,555.48
PROP0789,DLF Phase 1,3,3,Fully-Furnished,3645,2979,Independent House,11,3,12,2,Yes,No,3.0,1.41,3.96,470.9
PROP0790,DLF Phase 1,3,1,Fully-Furnished,3985,3259,Penthouse,19,13,15,2,Yes,No,4.57,0.68,4.92,455.18
PROP0791,Sector 56,4,4,Semi-Furnished,861,725,Penthouse,18,0,7,2,Yes,Yes,4.01,0.99,0.2,180.82
PROP0792,Palam Vihar,5,4,Fully-Furnished,1670,1382,Builder Floor,7,19,21,1,Yes,No,4.62,0.22,3.53,271.24
PROP0793,Sushant Lok,4,3,Unfurnished,3795,3172,Apartment,6,4,10,1,No,Yes,4.89,1.94,1.34,399.29
PROP0794,Sector 56,5,1,Unfurnished,2423,2047,Builder Floor,15,7,9,3,Yes,No,0.15,0.82,0.3,410.69
PROP0795,Palam Vihar,3,2,Semi-Furnished,3582,3027,Builder Floor,18,11,17,1,Yes,Yes,3.15,0.98,2.07,375.62
PROP0796,Palam Vihar,1,2,Unfurnished,2257,1842,Penthouse,5,1,3,3,Yes,No,2.12,2.34,4.68,326.2
PROP0797,DLF Phase 1,3,4,Semi-Furnished,2441,2069,Penthouse,19,11,12,0,No,Yes,4.31,1.05,0.16,268.91
PROP0798,Golf Course Road,3,2,Semi-Furnished,1466,1174,Independent House,10,4,11,0,No,Yes,1.33,0.8,2.98,246.71
PROP0799,Sector 45,2,4,Unfurnished,1884,1542,Independent House,4,4,7,1,Yes,No,4.91,0.59,2.56,369.51
PROP0800,Golf Course Road,2,4,Fully-Furnished,3342,2823,Builder Floor,15,12,16,0,No,No,3.11,2.35,4.38,373.27
PROP0801,Sector 45,2,4,Unfurnished,2619,2131,Studio,6,8,14,0,Yes,Yes,3.99,0.48,0.51,372.53
PROP0802,Sector 57,2,2,Unfurnished,4052,3296,Studio,4,9,14,2,No,No,0.52,1.42,3.44,557.35
PROP0803,DLF Phase 1,5,4,Semi-Furnished,4380,3570,Independent House,10,0,4,2,Yes,Yes,1.0,1.57,3.43,674.57
PROP0804,Palam Vihar,4,3,Unfurnished,3074,2553,Studio,14,2,11,3,No,No,3.82,2.09,3.38,253.36
PROP0805,Sushant Lok,1,1,Semi-Furnished,3984,3274,Independent House,2,17,23,0,No,No,0.21,1.94,4.72,521.59
PROP0806,Sector 45,3,1,Fully-Furnished,2088,1746,Penthouse,4,11,17,3,No,Yes,4.1,2.45,4.13,603.73
PROP0807,Golf Course Road,5,4,Fully-Furnished,2542,2147,Builder Floor,4,2,4,3,Yes,No,0.17,0.23,0.31,554.39
PROP0808,Palam Vihar,1,1,Fully-Furnished,3793,3162,Apartment,8,8,14,0,Yes,No,3.32,0.96,2.41,414.34
PROP0809,Sector 45,5,2,Unfurnished,2422,1962,Builder Floor,14,1,8,1,Yes,Yes,1.89,0.91,2.05,441.41
PROP0810,Sector 45,5,2,Semi-Furnished,3271,2769,Independent House,2,2,10,0,No,Yes,3.1,0.52,1.62,967.35
PROP0811,Sector 45,3,1,Fully-Furnished,1578,1283,Independent House,5,13,21,2,No,No,3.51,0.94,2.31,386.12
PROP0812,Sushant Lok,4,2,Semi-Furnished,3319,2680,Builder Floor,16,3,12,0,Yes,Yes,1.78,1.0,1.98,367.59
PROP0813,DLF Phase 1,2,1,Semi-Furnished,4418,3554,Independent House,7,18,21,1,No,No,0.63,1.61,2.22,541.25
PROP0814,Sushant Lok,4,1,Fully-Furnished,4448,3683,Studio,10,12,19,3,Yes,No,0.44,2.02,4.9,486.2
PROP0815,Sector 56,3,1,Fully-Furnished,3842,3095,Studio,5,6,13,3,Yes,Yes,2.99,1.21,0.53,701.05
PROP0816,Palam Vihar,3,4,Semi-Furnished,3932,3172,Independent House,7,11,12,2,Yes,Yes,2.65,2.19,4.62,636.68
PROP0817,DLF Phase 1,3,1,Fully-Furnished,3143,2561,Independent House,9,2,10,2,Yes,Yes,3.74,1.07,2.45,449.63
PROP0818,DLF Phase 1,1,4,Semi-Furnished,3255,2649,Studio,2,8,12,2,No,Yes,2.6,0.94,3.16,283.96
PROP0819,DLF Phase 1,4,1,Semi-Furnished,1361,1129,Independent House,13,1,6,3,No,Yes,2.17,1.67,4.17,166.77
PROP0820,Golf Course Road,4,1,Fully-Furnished,2664,2239,Independent House,13,8,14,2,No,Yes,2.05,0.17,1.87,488.56
PROP0821,DLF Phase 1,5,1,Unfurnished,2693,2256,Builder Floor,9,11,14,0,Yes,No,0.23,0.33,2.21,324.37
PROP0822,Sushant Lok,5,2,Fully-Furnished,4825,3923,Apartment,11,11,16,3,No,No,1.74,1.31,2.11,588.62
PROP0823,DLF Phase 1,5,4,Unfurnished,2610,2120,Studio,5,14,19,1,Yes,Yes,4.88,2.83,1.94,262.71
